avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure
182,management,,,5,,low,0.6447839808,Employed,3
155,,,0.4937867702,2,,medium,0.3513951059,Left,3
157,sales,1,0.7665993519,6,,low,0.2258457975,Employed,6
241,IT,,0.9310308283,3,,medium,0.8959342937,Employed,3
243,support,,0.9236129217,5,,medium,0.8581641324,Left,5
252,marketing,,,4,,low,0.6031355805,Employed,2
251,engineering,,0.8269681499,6,,medium,0.1535754965,Left,4
210,finance,,0.4552469188,5,,low,0.3027952496,Employed,5
193,sales,,0.8390301143,4,,medium,0.5599264742,Employed,3
134,sales,,0.7347266743,3,,low,0.615396589,Employed,3
157,finance,,0.6800119673,5,,low,0.3175440614,Employed,4
254,sales,1,0.5821182397,3,,high,0.671450691,Employed,3
193,marketing,,0.65633184,3,,medium,0.6423106936,Employed,2
223,sales,,,3,,medium,0.9174479397,Employed,2
178,sales,,,4,,low,0.7587748637,Employed,3
266,finance,,0.9045129086,5,,medium,0.7857000001,Left,5
151,sales,1,0.8703140196,3,,low,0.895863654,Employed,6
255,marketing,,0.9687021011,7,,medium,0.1084689852,Left,4
159,sales,1,0.7162886013,4,,low,0.8859095755,Employed,4
205,engineering,,1,3,,low,0.5289167342,Employed,3
174,sales,,0.7814947733,3,,medium,0.7548445468,Employed,6
194,product,,,4,,low,0.1928137965,Employed,3
160,finance,,0.9147877267,4,,low,0.9016757314,Employed,2
162,sales,,0.9504352532,3,,medium,0.8238816088,Employed,3
211,support,,0.7885310327,5,,medium,1,Employed,3
146,marketing,,0.5951670831,4,,low,0.5476546776,Employed,2
132,sales,,0.5716221819,5,,low,0.3012487442,Left,5
266,engineering,,0.9163113112,5,,medium,0.8796358008,Left,5
161,IT,,0.5562227681,4,,low,0.884242387,Employed,3
282,engineering,,0.8095642543,6,,medium,0.05348433423,Left,4
144,product,1,0.5552360989,4,,high,0.7631859527,Employed,5
141,engineering,,0.7318575952,2,,medium,0.7496378978,Employed,4
154,sales,,0.8535831313,3,,medium,1,Employed,3
258,sales,,0.6506260587,4,,low,0.7713558923,Employed,3
238,sales,1,1,4,,high,0.7180754902,Employed,4
174,support,,0.4945243066,3,,medium,0.9952989686,Employed,3
192,sales,,0.652254489,4,,medium,0.6969127657,Employed,3
206,sales,,0.9273387507,5,,medium,0.7288815697,Employed,2
158,engineering,,,4,,medium,0.3904501853,Employed,2
181,information_technology,1,0.7558376886,4,,low,0.6172076802,Employed,2
190,sales,,1,5,,low,0.9325488061,Employed,2
159,IT,,0.5566004333,2,,medium,0.4773320629,Left,3
157,finance,,0.5790036285,4,,low,0.7314511236,Employed,3
241,engineering,,0.8288337675,3,,medium,0.7748380242,Employed,3
283,finance,,0.5051748201,3,,medium,0.7120744977,Employed,6
176,sales,,0.5602282809,3,,high,0.7894386324,Employed,3
245,sales,,0.5736333727,3,,medium,0.6305420083,Employed,3
148,sales,,0.5331719775,2,,low,0.3614195423,Left,3
231,sales,,0.5764419634,5,,medium,0.958564817,Employed,2
156,,,0.4162409118,2,,medium,0.4401070672,Left,3
242,sales,,0.5447797625,3,,medium,0.9101236012,Employed,3
174,engineering,,0.5391148438,5,,high,0.2077045839,Employed,6
226,IT,,0.7728503896,5,,low,0.586867493,Employed,2
248,engineering,,0.9070645218,5,,medium,0.9503704485,Employed,3
222,IT,1,0.8854352839,5,,medium,0.7645825855,Employed,3
195,sales,,0.6795835392,3,,low,0.6493164853,Employed,2
225,engineering,,0.8476064616,3,,medium,0.7673670015,Employed,3
261,sales,,0.5429316497,5,,medium,0.7877477879,Employed,5
222,finance,,0.8820264989,3,,low,0.752922365,Employed,3
248,support,,,4,,medium,0.8386268883,Employed,2
250,sales,,0.7728791239,5,1,medium,0.839730895,Employed,4
264,sales,,0.4140710785,6,,medium,0.1532933326,Employed,3
186,product,,0.8324221722,4,,low,0.5688815073,Employed,2
268,engineering,,0.7396647778,3,,medium,0.9358292839,Employed,10
219,marketing,,0.784722893,3,,medium,0.7047233074,Employed,3
136,engineering,,0.6277447905,5,,medium,0.7189868461,Employed,3
249,engineering,,0.857407148,6,,medium,0.09021231908,Left,4
160,,,,3,,medium,0.8215454178,Employed,2
225,product,,0.7448341903,6,,low,0.1992911989,Employed,4
191,sales,,0.9219665756,5,,low,0.8632581436,Employed,4
208,procurement,,0.5324236226,5,,low,0.2950152849,Employed,5
213,sales,,0.6956298117,3,,medium,0.4768190995,Employed,10
234,engineering,,0.9131150495,4,,low,0.9447701071,Left,6
233,marketing,,0.6382642544,4,,medium,0.5751787007,Employed,3
309,support,,0.8531923304,6,,low,0.1021483787,Left,4
156,sales,,0.8181478961,5,,low,0.7965728232,Employed,2
127,IT,,,2,,low,0.3979102125,Left,3
139,product,,0.5669753511,2,,low,0.4638448774,Left,3
257,sales,,0.9096122274,5,,low,0.834201166,Left,5
163,product,,1,4,,medium,0.9768059008,Employed,4
207,IT,,,4,,low,0.6538980253,Employed,2
153,support,,0.8913155335,4,,low,0.8638853027,Employed,3
153,support,,0.5680876422,2,,low,0.3890871176,Left,3
142,engineering,,0.6757122637,4,,medium,0.9276107754,Employed,4
221,engineering,,0.7780502136,3,,low,0.8217788533,Employed,2
219,engineering,,0.8996392708,4,,low,0.9529117995,Left,5
243,sales,,0.4863667227,3,,low,0.5261387346,Employed,3
200,support,,0.7852342863,4,,low,0.5749015043,Employed,2
164,engineering,,0.5931410332,3,,medium,0.5209622768,Employed,3
137,support,,0.4654663493,2,,medium,0.378472714,Left,3
158,sales,,0.8263677027,5,,medium,0.5356823099,Employed,3
308,IT,,0.9600991431,7,,medium,0.1311366481,Left,4
265,sales,,0.963954924,4,,low,0.6129105924,Employed,2
185,engineering,,0.5047934419,3,,low,0.6523425292,Employed,2
271,sales,,0.7326010805,3,,medium,0.640905187,Employed,2
148,sales,,0.4483683097,2,,low,0.506267496,Left,3
263,engineering,,1,4,,medium,0.8296059591,Left,6
197,engineering,,0.7887621042,3,,medium,0.9625381266,Employed,3
175,engineering,,0.5898121831,4,,medium,0.881247095,Employed,2
143,sales,,0.5371876879,2,,medium,0.3611595206,Left,3
155,,,0.7629819966,4,,medium,0.6058725548,Employed,3
275,marketing,,0.804439472,4,,low,0.2111531443,Employed,5
283,engineering,,0.8141194598,7,,low,0.07815899787,Left,5
245,sales,,0.9130315235,5,,low,0.8623748481,Left,5
271,procurement,,0.777326385,3,,medium,0.4665186294,Employed,4
274,sales,1,0.936640694,3,1,medium,0.633283768,Employed,4
246,sales,,0.6318848503,5,,medium,0.8871043271,Employed,2
193,support,,0.8449937077,5,,medium,0.7372665586,Employed,2
243,engineering,,0.9220864603,5,,medium,0.7792123117,Left,6
243,support,,0.9377566749,3,,medium,0.5091493796,Employed,4
258,engineering,1,0.9425955511,4,,low,0.7502411683,Employed,3
135,marketing,,0.4821837153,2,,low,0.3815446123,Left,3
232,support,,0.7120861254,4,,medium,0.9494932463,Employed,3
269,support,,0.6065237351,4,,medium,0.5672012214,Employed,3
221,engineering,1,0.8050525988,4,,low,0.9329975602,Employed,3
161,IT,,0.6292413855,3,,medium,0.4420476462,Employed,3
252,support,,,5,,medium,0.8700388968,Employed,3
198,sales,,0.5844262059,5,,medium,0.1966788224,Employed,5
128,support,,0.3518510512,4,,low,0.4552543894,Employed,2
198,support,1,0.940255898,4,,medium,0.6826425567,Employed,3
239,marketing,,0.5829714003,5,,medium,0.737432105,Employed,2
178,engineering,,,4,,medium,0.7737930825,Employed,3
139,sales,,0.6043871919,2,,low,0.4356214833,Left,3
243,engineering,,0.8939760401,5,,low,0.7971021443,Left,5
147,IT,,0.4452333933,2,,medium,0.4226111932,Left,3
274,sales,1,0.6077237954,4,,low,0.8747414905,Employed,2
207,sales,1,0.8869287965,3,,low,0.4905874199,Employed,4
222,,,0.5323163493,5,,low,0.6191736819,Employed,3
276,IT,,0.4939656862,3,,low,0.9736910916,Employed,3
267,engineering,,0.9199319602,5,,low,0.2073406671,Employed,4
254,admin,,0.5321020788,6,,medium,0.651905294,Employed,6
263,marketing,,0.8693441871,6,,low,0.1115134911,Left,4
166,IT,,0.5576997384,3,,medium,0.6766958589,Left,5
183,engineering,,0.6246059204,3,,medium,0.8928807417,Employed,4
165,admin,,0.538664265,4,,low,0.6580073351,Employed,3
154,IT,,,2,,low,0.5261006256,Left,3
240,engineering,,0.6211219366,3,,medium,0.6424244388,Employed,2
273,sales,,0.7773550791,5,,low,0.7989291784,Employed,4
258,engineering,,0.6857481535,4,,low,0.7886188543,Employed,2
235,,,0.9862901263,5,,low,0.7183727872,Left,5
147,support,,0.4354176714,2,,low,0.4610024267,Left,3
184,sales,,0.834351439,4,,low,0.9722361132,Employed,3
253,engineering,,0.8198304487,4,,low,0.5583887858,Employed,2
141,sales,,0.6429603079,3,,low,0.5848139945,Employed,4
270,support,,0.6211015499,4,,medium,0.9033569113,Employed,4
144,product,1,0.4036945555,2,,low,0.408646901,Left,3
206,marketing,,0.8239493529,4,,medium,0.5177535793,Employed,2
176,sales,,,4,,high,0.9443358216,Employed,3
241,engineering,1,0.6387690071,3,,low,0.1567941463,Employed,5
198,sales,,0.5874881775,3,,medium,0.7104022853,Employed,3
252,engineering,,0.980472666,4,,medium,0.6995414416,Left,5
184,engineering,,0.5281179592,4,,low,0.8038380686,Employed,3
191,support,,0.9100812558,6,,low,0.2579705573,Employed,5
197,engineering,,0.6021525512,5,,low,0.236960961,Employed,4
249,product,,0.7952148413,5,,low,0.350523965,Employed,6
216,sales,,0.6006302723,5,,medium,0.4665248708,Employed,3
164,finance,,0.5486066495,3,,medium,0.5536773754,Employed,3
292,support,,0.9921845462,6,,medium,0.1012040938,Left,4
247,engineering,,0.5632915017,3,,low,0.8736171152,Employed,4
253,engineering,,1,4,,low,0.8709912332,Left,5
138,engineering,1,0.401884873,3,,medium,0.3448459729,Employed,3
235,sales,,0.5547334004,3,,low,0.7769499348,Employed,2
233,engineering,,0.6777625086,4,,medium,0.475561629,Employed,2
135,sales,,0.5311177017,2,,medium,0.4361824229,Left,3
154,support,1,0.9264741439,3,,low,0.5244775262,Employed,3
175,sales,,1,4,,medium,0.6782780185,Employed,2
191,management,,0.8135736657,3,,medium,0.2020297212,Employed,5
207,sales,,0.5262026953,3,,low,0.7831744975,Employed,3
261,,1,0.8033988848,3,1,medium,0.9353556919,Employed,8
252,engineering,,,4,,low,0.7705765862,Employed,3
209,engineering,,0.6554824104,3,,high,0.6550313523,Employed,3
274,management,,0.8966529663,4,,medium,0.8008683456,Employed,3
129,marketing,,0.5391187652,2,,high,0.4298928867,Left,3
146,IT,1,0.5019843735,4,,low,0.9401686067,Employed,6
270,sales,,0.5102144742,5,,low,0.7007334651,Employed,2
147,engineering,,0.5226084125,2,,medium,0.3621777318,Left,3
153,engineering,,,3,,low,0.58936328,Employed,2
247,sales,1,0.528191964,4,,medium,0.496804166,Employed,3
199,support,,0.8496751027,3,,low,0.6814053771,Employed,3
206,,,0.797704071,4,,medium,0.2676629109,Employed,5
147,support,,,4,,low,0.9120371128,Employed,3
212,sales,,0.9400798366,3,,low,0.9754433061,Employed,3
249,support,,0.8066996027,5,,low,0.8107575117,Employed,3
154,management,,0.7735814881,6,,high,0.4754180871,Employed,2
144,IT,1,0.6543431679,3,,low,0.2657136703,Employed,6
162,engineering,,0.8792539743,4,,medium,1,Employed,4
186,sales,,,3,,high,0.4887209323,Employed,3
235,product,,0.9495083869,6,,low,0.3647475022,Left,5
142,,,0.5886571452,2,,medium,0.4251785456,Left,3
176,sales,,0.9624520235,3,,medium,0.8971636649,Employed,8
264,IT,,0.8999089887,7,,medium,0.08752574264,Left,4
287,sales,,0.8215589962,5,,low,0.145731158,Left,4
133,product,,,3,,low,0.4857113813,Employed,3
202,engineering,,0.8753510453,3,,low,0.7257381154,Employed,4
262,marketing,1,0.6500297096,4,1,medium,0.9488227839,Employed,3
153,engineering,,0.8522929608,3,,medium,0.9377687894,Employed,4
201,marketing,,0.9352718162,4,,medium,0.5371214067,Employed,4
149,,,0.5574655424,2,,low,0.44859518,Left,3
133,sales,,0.6173773788,6,,medium,0.961917662,Employed,5
196,support,,0.6423723801,4,,medium,0.883223419,Employed,3
171,IT,,,3,,medium,0.684736807,Employed,3
254,engineering,,0.5087126043,3,,medium,1,Employed,4
233,sales,1,0.7463804008,5,,low,0.6043014968,Employed,3
229,engineering,,,4,,high,0.6936996082,Employed,2
96,support,,0.4537952699,3,,low,0.4368799125,Employed,3
139,sales,,0.5895052583,3,,low,0.9042421637,Employed,3
255,sales,,0.7328514983,5,,medium,0.5107718612,Employed,3
156,management,,0.6183881104,2,,low,0.4066549896,Left,3
109,,,,2,,medium,0.4875294501,Employed,3
152,engineering,,0.4439040807,3,,medium,0.528547799,Employed,2
129,marketing,,0.5188902755,2,,high,0.4103113549,Left,3
137,sales,,0.6407753076,3,,high,0.6939400743,Employed,3
143,IT,,0.5051613381,2,,low,0.4174664969,Left,3
240,engineering,1,0.688355403,3,,low,0.7004710201,Employed,2
276,admin,,0.9279298161,5,,low,0.7883999129,Left,5
168,sales,,0.446305531,4,,low,0.400359672,Employed,2
245,sales,,0.5595280653,3,,medium,0.7146637731,Employed,8
162,support,,0.9504965819,3,,low,0.3914811996,Employed,5
243,engineering,,0.8320060708,3,1,medium,0.9130017523,Employed,2
257,support,,0.5901788095,3,,medium,0.8066543172,Employed,3
265,sales,1,0.6546188563,4,,medium,0.9730399694,Employed,3
160,support,,0.7806765408,3,,low,0.8292828902,Employed,3
221,,,0.7489043953,4,,medium,0.2504281188,Employed,5
227,management,1,0.6055183134,2,,high,0.8552837426,Employed,5
228,sales,,0.9530116285,4,,low,0.8960188492,Left,5
189,sales,,0.7716206716,3,,low,0.7637309584,Employed,2
259,support,1,0.8022122131,6,,low,0.1660545038,Employed,3
258,sales,,0.8385099051,4,,high,0.1666661292,Employed,4
180,sales,,0.7341805852,4,,medium,0.5635775756,Employed,3
257,marketing,,0.5866555905,3,,medium,0.6475321466,Employed,6
254,support,,0.7226441564,4,,low,0.1355749197,Employed,4
216,management,,0.5698890404,4,,low,0.9861592826,Employed,3
171,,,0.5029890533,4,,medium,1,Employed,4
157,sales,,0.5069789703,4,,low,0.6181347865,Employed,3
275,engineering,,0.8661602333,4,,low,0.8455585899,Left,5
149,sales,,0.591046884,2,,low,0.4772084097,Left,3
164,IT,,0.9805526799,3,,medium,0.5808599908,Employed,4
174,finance,,0.8940305367,5,,medium,0.9543662466,Employed,5
172,sales,,0.8286249934,4,,medium,0.9474989303,Employed,2
147,sales,,0.5459585548,2,,low,0.4575091578,Left,3
56,temp,,,1,,medium,,Employed,
227,support,,0.5618228866,4,,medium,0.6538902584,Employed,4
253,engineering,,0.7102659283,6,,low,0.9025608891,Employed,2
277,sales,,0.9109568355,7,,low,0.1445729698,Left,5
256,engineering,,0.9489483862,4,,low,0.9740920839,Employed,4
154,support,,,2,1,medium,0.4401517668,Left,3
129,product,,0.5244457684,2,,low,0.3942035633,Left,3
254,information_technology,1,,4,,low,0.9869426974,Employed,2
212,product,,0.7593097883,4,,low,0.7897631356,Employed,3
234,sales,,0.8754612431,3,,medium,0.8813507941,Employed,2
253,,,,3,,low,0.86361524,Employed,2
129,engineering,,0.4927055847,4,,medium,0.7480169384,Employed,2
169,engineering,1,1,4,,low,1,Employed,3
258,sales,,0.9674618753,2,,low,0.6673224792,Left,5
153,marketing,,0.6116987852,3,,medium,0.6490454298,Employed,2
227,sales,,,4,,low,0.5626600835,Employed,3
158,support,,,2,,low,0.4396488407,Left,3
127,temp,,,2,,medium,,Left,
202,product,,0.6833872669,4,,low,0.7792415054,Employed,3
252,product,,0.7545027597,3,,low,0.4958536863,Employed,4
155,IT,,0.9721346665,4,,medium,0.4668704147,Employed,3
245,engineering,,0.9222735007,4,,low,0.8690490103,Left,5
235,sales,1,0.757674819,2,,medium,0.7273780441,Employed,3
245,support,,,4,,medium,0.4895831248,Employed,3
188,IT,,,5,,low,0.2159472617,Employed,3
170,engineering,,,2,,low,0.5598961994,Employed,3
170,sales,,0.6069164088,4,,low,0.6828547407,Employed,2
134,sales,1,0.7225708531,3,,low,0.9415934625,Employed,2
190,sales,,0.3934657357,4,,medium,0.5523207284,Employed,5
155,support,,0.6179618066,4,,medium,0.7751068982,Employed,3
128,sales,,0.5173438676,2,,low,0.3906532012,Left,3
160,engineering,,0.9357131621,2,,medium,0.9516632491,Employed,6
179,support,,0.9780944441,5,,medium,0.5408556872,Employed,6
175,product,,0.7042083466,3,,medium,0.8811401946,Employed,3
275,IT,,0.373909871,4,,medium,0.4660308893,Employed,3
130,,,0.4371353221,2,,low,0.4230586893,Left,3
192,engineering,,0.9746249034,4,,high,0.7761918948,Employed,4
197,engineering,1,0.8307092052,2,,medium,0.291755179,Employed,2
146,marketing,,0.7766093022,2,,low,0.7420653037,Employed,4
272,support,,0.8755634324,4,,medium,0.5586956134,Employed,2
216,sales,1,0.5085169633,5,,medium,0.5865611633,Employed,2
246,engineering,,0.8433798447,5,,low,0.7284766332,Left,5
138,engineering,,0.5828515884,4,,low,0.8346463271,Employed,3
256,sales,,0.8976172296,5,,medium,0.753730558,Left,5
113,IT,,,4,,medium,0.5852967284,Employed,3
281,management,,0.9976599499,6,,medium,0.10714589,Left,4
156,engineering,1,0.6140486865,3,,medium,0.6734615006,Employed,3
228,management,,0.7755380149,2,,high,0.768737042,Employed,3
159,sales,,0.5444115205,2,,medium,0.4227240002,Left,3
230,marketing,1,0.9050482833,3,,high,0.9798291126,Employed,3
264,management,,0.9743467873,6,,medium,0.09526010814,Left,4
263,information_technology,,1,5,,low,0.7051806781,Left,5
96,sales,,0.948616089,2,,high,0.1229266821,Employed,2
151,product,,0.4907062233,2,,low,0.3701601696,Left,3
169,support,1,0.7530240486,3,,medium,0.4246692786,Employed,2
192,sales,,0.744627928,4,,low,0.7883800039,Employed,4
205,product,,0.8847920512,3,,high,0.6934214825,Employed,3
286,product,,0.8527923167,6,,low,0.07027255389,Left,4
115,engineering,,,4,,medium,0.5272081842,Employed,3
135,sales,,0.4796184808,2,,medium,0.4291276764,Left,3
202,IT,,0.7623240821,4,,medium,0.7651935792,Employed,3
246,,,0.8668384258,6,,medium,0.1344150927,Left,4
208,management,,0.6751990348,3,,low,0.6406612307,Employed,3
267,engineering,,,3,,low,0.4725454594,Employed,2
127,sales,,0.3935465403,3,,medium,0.8230317949,Employed,4
136,engineering,1,0.5109057024,3,,low,0.6415238577,Employed,3
289,sales,,0.9071941197,7,,low,0.1679973401,Left,4
160,engineering,,0.4249947067,2,,low,0.3693718685,Left,3
256,sales,,0.8650607473,4,,high,0.9345265326,Left,5
170,sales,,0.8435604597,3,,low,0.5225079947,Employed,2
192,marketing,,0.6971468241,5,,medium,0.9594047164,Employed,3
237,marketing,,0.775113215,4,,low,0.5781624417,Employed,3
218,IT,1,0.8503599262,4,,low,0.8229575046,Left,5
114,support,,0.9551502243,2,,high,0.9572683897,Employed,5
160,engineering,,0.6008977258,2,,medium,0.407909611,Left,3
168,sales,1,0.4512893149,3,,low,0.7714794196,Employed,2
159,sales,,0.5427951085,4,,medium,0.9517832213,Employed,2
223,support,,0.5817063862,3,,medium,0.5722408131,Employed,3
241,sales,,0.9720690414,5,,medium,0.786684285,Left,5
135,sales,,0.5240562074,3,,low,0.7376455454,Employed,2
195,support,,0.838351913,3,,medium,0.7589205013,Employed,3
168,finance,,0.9767124005,3,,low,0.6974592239,Employed,2
170,sales,,0.8391879283,4,,medium,0.7564626575,Employed,6
174,,,0.9647987225,3,,low,0.9296830924,Employed,3
100,sales,,0.6349609068,3,,low,0.8015850563,Employed,3
145,marketing,,0.7690362372,3,,high,0.553552527,Employed,2
190,sales,,0.7994392616,4,,high,0.570080044,Employed,6
261,support,,,5,,high,1,Employed,3
116,engineering,,0.7737013533,3,,low,0.8635493153,Employed,5
206,,,0.6913596497,4,,medium,0.6695933335,Employed,2
221,engineering,,0.6412973888,4,,medium,0.7595490765,Employed,4
238,engineering,,0.5436127482,5,,medium,0.4776162866,Employed,4
273,support,,0.9551330776,4,,medium,0.8325213313,Left,6
266,IT,,0.7729176764,4,,medium,0.9693485307,Employed,6
245,marketing,,,3,,medium,0.8690414477,Employed,3
170,support,,1,4,,medium,0.522839376,Employed,3
171,product,,0.8702702764,4,,low,0.8876308418,Employed,2
245,marketing,,0.9299777481,3,,medium,0.8589660545,Employed,3
256,support,1,0.7729731988,5,,medium,0.5346703208,Employed,3
244,sales,,0.8058800588,5,,low,0.715129053,Left,6
111,sales,,0.6624522059,3,,low,0.5065157961,Employed,4
146,engineering,,0.9461711546,4,,medium,0.6135245647,Employed,3
155,,,0.4509649221,2,,medium,0.3700032957,Left,3
93,temp,,,1,,medium,,Employed,
176,support,,0.8105304124,3,,low,0.8375847688,Employed,3
304,finance,,0.7528130603,6,,low,0.1497835529,Left,4
264,engineering,,0.7123604117,5,,medium,0.3048638035,Employed,3
243,engineering,,0.9463906101,5,,medium,0.9637822123,Employed,3
149,sales,,0.7901016684,4,,medium,0.6432128962,Employed,6
286,management,,0.9531803061,3,,high,0.7578742835,Employed,6
147,sales,,0.5860099993,2,,low,0.4469261768,Left,3
211,sales,,0.9203632851,5,,medium,0.5682096712,Employed,3
151,sales,,0.5545506615,3,,low,1,Employed,2
149,management,,0.8151266902,4,,medium,0.4701681941,Employed,2
261,sales,,0.5710026883,3,,medium,0.7312233084,Employed,5
149,sales,,,4,,low,0.8006774574,Employed,2
186,IT,,,3,,low,0.4180191065,Employed,2
163,management,,,5,,medium,0.1742350927,Employed,3
216,support,,0.8204893714,5,,medium,0.1322672502,Employed,4
221,support,,0.9761165702,3,,medium,0.5126722009,Employed,3
222,support,,0.8886147618,4,,low,0.9749894351,Employed,2
259,sales,,0.8316999328,5,,low,0.9795774067,Left,5
160,sales,1,0.7588245761,2,,medium,0.3082497348,Employed,3
244,finance,,0.8571820451,6,,low,0.1787598692,Left,4
270,procurement,,0.8283540665,7,,medium,0.08990392275,Left,4
250,management,1,0.7282716205,6,,low,0.6086289584,Employed,5
198,product,1,,3,,low,0.771362992,Employed,3
185,sales,,0.6271855895,5,,low,1,Employed,3
217,,,0.5378293742,3,,medium,0.1823920695,Employed,5
159,engineering,1,0.7425619953,4,,medium,0.6551608304,Employed,2
98,sales,,0.4579920496,3,,low,0.212702351,Employed,3
193,sales,,0.6420857487,3,,medium,0.8461142995,Employed,3
147,sales,,0.5686312224,2,,medium,0.3947886585,Left,3
255,product,,0.726962282,3,,low,0.9387515943,Employed,7
264,management,,0.6535372059,3,,low,0.2775311154,Employed,4
255,finance,,0.9508110566,4,,low,0.8182906483,Left,5
153,product,,0.4934352816,2,,medium,0.492122798,Left,3
139,support,,0.9789855764,3,,low,0.7584339466,Employed,3
257,engineering,1,0.4956077732,3,,low,0.9347370414,Employed,2
140,engineering,,0.5368040431,2,,medium,0.3766169698,Left,3
137,information_technology,,0.9762995797,5,,low,0.9250485948,Employed,4
177,sales,,0.8498915058,3,,low,0.6987432241,Employed,4
149,marketing,,,2,,low,0.4959222906,Left,3
158,sales,,0.9079412921,5,,medium,0.8663215794,Employed,4
188,engineering,,0.4861674841,3,,low,0.8791943898,Employed,3
135,sales,,0.8267128967,5,,medium,0.5763546142,Employed,2
146,sales,,1,4,,medium,0.7284618752,Employed,3
263,IT,,0.8564604727,5,,low,0.1347143553,Left,4
190,engineering,,,4,,medium,0.5660261355,Employed,3
229,sales,,,3,,medium,0.8526573385,Employed,3
185,IT,1,0.9167347783,3,,medium,0.4571636489,Employed,2
305,marketing,,0.8678156172,6,,low,0.100271573,Left,4
163,marketing,1,0.7221892285,3,,medium,0.7421600139,Employed,3
99,IT,,0.3480499926,3,,medium,0.2448144302,Employed,4
256,product,,0.6111376778,5,,low,0.8581634446,Employed,7
173,support,,0.9098499458,4,,low,0.7138280135,Employed,4
272,sales,,,2,,low,0.8986227013,Employed,2
195,support,,,4,,medium,0.6163946485,Employed,3
150,finance,,0.7269483268,3,1,medium,0.1529069606,Employed,4
223,sales,,0.9229278223,5,,low,0.7513412486,Employed,3
220,management,,0.7000425688,4,1,medium,0.5344575742,Employed,3
131,engineering,1,,4,,low,0.9567422903,Employed,3
148,support,,0.5558679161,2,,low,0.3843074828,Left,3
159,engineering,1,0.5264733768,3,,high,0.5861120429,Employed,4
255,management,,0.7442266962,6,,low,0.1677315316,Left,4
251,engineering,,,3,,medium,1,Employed,3
243,engineering,,0.8657530594,4,,high,0.7424918146,Employed,3
204,engineering,,0.8913371524,3,,high,0.7063541936,Employed,2
257,support,,0.8240719754,5,,medium,0.5656284577,Employed,3
213,support,,0.5188120155,3,,medium,0.7374636818,Employed,3
145,sales,,0.8782568706,5,,medium,0.5354762708,Employed,3
95,temp,1,,1,,high,,Employed,
209,engineering,,0.5571329647,4,,low,0.6536799499,Employed,2
235,IT,,0.5346456083,2,,medium,0.654050863,Employed,7
204,IT,,0.7760937426,4,,medium,0.4892226042,Employed,3
143,engineering,1,1,4,,medium,0.7710112667,Employed,3
240,product,,0.9161435077,4,,low,0.8980655731,Employed,3
132,IT,,,2,,medium,0.3588129528,Left,3
137,engineering,,0.4808665162,2,,medium,0.4362145143,Left,3
241,engineering,,1,3,,low,0.5578746848,Employed,4
211,sales,,0.7006786912,3,,high,0.6176056406,Employed,4
104,sales,,0.787175424,4,,medium,0.5523021839,Employed,4
129,sales,,0.5437176461,2,,low,0.4322758274,Left,3
230,marketing,,0.5825860782,5,,low,0.4535875024,Employed,6
199,sales,,0.8792271543,4,,low,0.5947795818,Employed,3
153,admin,,0.5393208375,4,,low,0.603694031,Employed,4
216,marketing,,0.6326630603,4,,medium,0.8128077848,Employed,2
245,sales,,0.8945323285,5,,low,0.8625339401,Left,5
175,product,,0.7805488607,4,,medium,0.8256742993,Employed,3
237,,,0.5381493233,3,,medium,0.5294391886,Employed,3
223,support,1,0.6053870395,3,,low,0.6550624086,Employed,3
147,sales,,0.525219007,2,,low,0.4326580584,Left,3
274,admin,,0.7375796878,4,,low,0.7721809473,Employed,2
224,IT,,0.8325704454,5,,low,0.799438562,Employed,4
213,marketing,1,,4,,medium,0.6898414933,Employed,3
135,product,,0.4075132061,4,,high,0.4397766338,Employed,2
245,management,,0.9812290959,6,,low,0.1374763499,Left,4
274,support,,0.7541344839,6,,medium,0.06718416169,Left,4
260,engineering,,0.8943575278,3,,low,0.9611064883,Employed,5
169,management,,0.7929076557,4,,medium,0.7805714245,Employed,10
168,management,,0.7453439815,4,,low,0.8473703023,Employed,3
284,IT,,0.7354878309,6,,medium,0.1749897637,Employed,4
132,engineering,,0.513685117,2,,low,0.3265223937,Left,3
124,sales,,0.9444053901,5,,low,0.8061762235,Employed,3
205,,,0.5941915558,6,,low,0.1300835772,Employed,3
191,IT,,0.5065977322,4,,low,0.1125473385,Employed,5
204,sales,1,0.6835627895,4,,low,0.7263299267,Employed,3
182,sales,1,0.8927004647,4,,high,0.6155594258,Employed,3
170,marketing,,0.5422768331,4,,medium,0.9027246232,Employed,3
180,management,,0.4996338226,4,,high,0.5884308137,Employed,4
267,engineering,,0.7856142403,3,,medium,0.5297089026,Employed,4
155,product,,0.4259813616,3,,medium,0.4042987792,Employed,10
239,marketing,,1,5,,low,0.8430666656,Left,6
213,,1,0.9536008013,4,,low,0.1817924271,Employed,5
231,procurement,,0.5949854296,5,,medium,0.7976823287,Employed,2
149,product,,0.5860228732,4,,medium,0.8374223732,Employed,2
158,IT,,,4,,low,0.746367115,Employed,3
241,engineering,,0.5440771915,3,,low,0.1373621839,Employed,2
142,marketing,,0.9470882351,2,,high,0.6444532062,Employed,3
153,sales,,,3,,low,0.9016833453,Employed,2
100,sales,,0.5221993557,5,,medium,0.1924060398,Employed,3
140,engineering,,0.523598613,5,,medium,0.911539862,Employed,3
